tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,tanggal_menjadi_anggota
1981,Sarjana,Sendiri,122050660,0,1,9,171024,720310,146100,73725,3,4,13,0,
1953,Magister,Rencana Menikah,137418443,0,,101,,93284,12283,12898,2,4,4,0,
1965,Doktor,Menikah,168932304,0,0,86,152939,,241951,2973,2,2,,,
1978,Sarjana,Sendiri,53408667,1,0,35,11321,21436,12138,26086,1,2,4,0,
1947,Magister,Rencana Menikah,128623427,0,0,68,35501,335345,113331,5017,0,2,5,0,
1983,Sarjana,Menikah,149633404,1,0,73,144684,791841,86128,170371,1,8,,0,
1962,Sarjana,Rencana Menikah,71094000,0,1,47,4046,48552,4046,0,2,,2,0,5/19/2013
1967,Sarjana,Cerai,163736217,,0,16,329122,1183684,297156,310317,0,3,4,0,
1975,SMP,Sendiri,49925171,0,0,45,16363,10473,7387,14506,0,0,2,0,
1979,,Sendiri,85099045,1,0,47,19550,116716,9878,30360,3,4,5,,
1954,Sarjana,Menikah,136638332,0,1,87,191691,410112,118095,154160,,11,5,0,
1956,Sarjana,Menikah,108444000,0,1,97,20230,206346,16184,0,5,12,6,0,11/28/2012
1988,Doktor,Menikah,100257000,0,0,62,,107219,6069,0,3,7,8,0,10/4/2012
1967,Sarjana,Cerai,138370404,0,0,74,284,205014,89529,29500,5,3,11,0,
1972,Sarjana,Rencana Menikah,117624238,1,1,67,57212,,24037,21812,7,6,5,0,
1968,Sarjana,Rencana Menikah,31266870,1,0,81,4851,26950,3960,9137,2,2,4,0,
1961,Magister,Rencana Menikah,109711493,0,1,30,72599,,160628,112938,3,,9,,
1967,Sarjana,Menikah,83114000,,1,38,0,0,10115,10115,3,2,5,0,3/15/2014
1965,Sarjana,Sendiri,140609000,0,1,10,10115,66759,32368,12138,0,9,5,0,3/2/2014
1981,Sarjana,Sendiri,69438035,1,,65,9867,205051,32361,11883,3,4,4,0,
1977,Sarjana,Sendiri,122006000,0,1,9,,598808,167909,109242,3,,12,0,3/31/2013
1983,SMA,Menikah,45706000,0,0,85,,6069,12138,0,1,5,4,0,2/16/2014
1957,SMA,Rencana Menikah,152522809,0,1,46,212379,511174,52360,211925,2,2,10,0,
1977,SMA,,122109833,0,0,18,52568,731719,176463,9434,3,4,2,,
1961,Magister,Rencana Menikah,165575545,0,,,84738,1125371,89202,80072,1,5,8,0,
1974,Magister,Rencana Menikah,111042235,1,1,49,9771,76606,14313,4771,4,3,4,0,
1966,Doktor,Menikah,61406000,1,1,32,2023,12138,0,6069,0,4,1,0,6/3/2014
1984,SMP,Sendiri,28741000,0,0,89,14161,,18207,34391,1,3,,0,12/20/2012
1961,Magister,Cerai,105170655,1,1,63,47927,198202,57828,,9,4,8,0,
1954,Sarjana,Menikah,132249000,0,1,3,76874,657475,93058,20230,5,5,12,0,11/28/2013
1970,Magister,Menikah,71673000,0,1,44,2023,16184,,10115,1,0,3,0,11/9/2013
1965,Magister,Rencana Menikah,159122837,0,0,30,105210,633074,,24852,0,8,7,0,
1983,Sarjana,Rencana Menikah,123000000,0,0,19,307496,663544,396508,117334,0,13,10,0,2/6/2013
1960,Sarjana,Sendiri,152304096,0,0,17,124529,380440,110001,75248,2,9,3,0,
1953,Magister,Sendiri,108891713,1,1,16,1177,75544,1412,588,9,7,7,0,
1974,SMA,Rencana Menikah,65252242,0,0,61,12366,29495,5025,19772,1,0,3,0,
1958,Sarjana,Rencana Menikah,105932479,0,1,84,170783,358007,7834,101188,3,2,7,0,
1976,Sarjana,Rencana Menikah,134384228,0,1,,10193,418607,25409,30184,3,5,9,0,
1966,Sarjana,Menikah,136194136,1,0,20,113593,466409,17281,97917,3,5,6,0,
1977,Magister,Sendiri,,0,0,46,144491,244188,,87042,3,5,7,0,
1957,Sarjana,Menikah,151705113,0,1,74,151744,365060,145431,,3,9,6,0,
1969,SMP,Rencana Menikah,,0,0,43,44506,14161,24276,8092,,4,0,0,1/16/2013
1964,Sarjana,Sendiri,99321050,1,,41,9614,105240,2000,17206,5,6,2,0,
1966,Sarjana,Sendiri,79437337,1,0,45,11131,113344,9108,3036,1,6,1,0,
1994,Doktor,Sendiri,72056476,1,0,71,889,30182,19015,,3,5,1,0,
1986,Magister,Menikah,162077000,0,0,19,220507,799085,356048,141610,3,,9,0,10/30/2013
1957,Sarjana,,77838452,0,0,46,22074,94702,48284,47618,4,0,3,0,
1952,Magister,Cerai,134811723,0,0,9,15934,348698,33145,25889,3,4,9,0,
1981,Sarjana,Sendiri,123094000,1,2,46,4046,10115,14161,4046,0,3,5,0,
1985,Sarjana,Menikah,107914817,1,0,0,13795,2267,0,3659,0,1,1,0,
1968,Magister,,,2,1,101,0,18207,0,6069,4,1,3,0,5/7/2013
1969,,Cerai,,0,0,24,277151,1205708,74851,22253,2,6,6,0,5/20/2013
1983,Sarjana,Rencana Menikah,56246000,1,0,69,10115,32368,12138,0,4,3,4,0,3/20/2013
1952,Sarjana,Cerai Mati,144073000,0,0,82,91035,1333157,218484,22253,4,4,8,0,2/9/2013
1960,,Rencana Menikah,150926403,0,0,12,187279,1292516,228730,196854,0,7,,0,
1956,Sarjana,Sendiri,190016217,0,0,52,52061,1567234,,84522,0,3,6,0,
1952,SMA,Rencana Menikah,124781457,0,1,27,106145,252832,78181,5740,4,5,6,0,
1977,Magister,Sendiri,84674087,0,0,23,116234,405827,127540,96490,1,2,10,0,
1964,Doktor,Rencana Menikah,133057701,0,0,6,141218,,49460,44337,,8,6,0,
1958,Magister,,163317442,0,0,82,159098,952950,134480,99140,2,5,9,0,
1995,Sarjana,Rencana Menikah,157748000,,0,4,52598,572509,105196,62713,0,5,11,0,2/15/2014
1979,SMA,Rencana Menikah,192154010,0,0,8,47599,353669,126497,183735,0,7,7,0,
1983,Sarjana,Menikah,140662000,0,0,15,44506,922488,,58667,2,3,8,0,11/9/2012
1965,Magister,Rencana Menikah,98820696,0,0,70,12647,250215,15365,16755,3,5,9,0,
1969,SMA,Menikah,,0,0,91,50000,141732,65433,51747,4,7,6,0,
1950,Magister,Rencana Menikah,96548994,0,0,10,17613,453830,96921,93651,4,12,6,0,
1956,Sarjana,Sendiri,124573229,0,1,24,133442,415367,189570,,5,5,10,0,
1961,Sarjana,Sendiri,44215171,0,0,67,2564,279255,56614,178733,1,4,2,0,
1954,Sarjana,Sendiri,84529685,1,1,11,894,94696,8284,14353,3,3,3,0,
1983,Magister,Rencana Menikah,84406905,1,0,58,14140,149405,3555,37905,2,5,6,0,
1959,Sarjana,Rencana Menikah,107554639,0,1,49,8251,100708,11566,19012,3,2,5,0,
1966,SMA,Menikah,96039000,0,1,98,18207,56644,66759,,2,0,4,0,
1984,Sarjana,Sendiri,113206000,1,0,,28322,202300,32368,20230,4,2,9,0,5/16/2014
1977,Magister,Rencana Menikah,34828000,1,0,7,10115,42483,0,30345,4,6,4,0,9/20/2013
1967,Sarjana,Rencana Menikah,131454431,0,0,100,285063,349850,64677,95073,0,7,9,0,
1974,Sarjana,Menikah,155602000,1,0,0,216461,621061,285243,167909,2,0,15,0,9/26/2012
1954,Magister,Rencana Menikah,105951914,0,1,58,7410,167887,16777,0,7,9,4,0,
1952,Sarjana,Menikah,134682778,0,0,52,47571,213827,18808,25537,2,5,7,0,
1959,Sarjana,Rencana Menikah,,0,0,96,24276,26299,6069,0,2,2,5,0,8/19/2013
1958,Sarjana,Rencana Menikah,143088225,,0,67,163588,750268,95350,53477,1,8,5,0,
1960,Sarjana,Menikah,57529823,1,1,91,18470,28936,12401,2066,3,0,5,0,
1968,Sarjana,Menikah,131358742,0,,88,7716,103239,12480,17081,,6,4,0,
1989,Sarjana,Sendiri,191497364,0,0,37,228198,1864328,174322,245805,1,5,10,0,
1962,Doktor,Cerai,170435626,0,0,29,62713,925837,117753,151245,1,4,12,0,
1968,Doktor,Rencana Menikah,64980000,1,1,42,0,0,0,0,,0,4,0,5/23/2014
1946,Sarjana,,55229396,,1,66,4300,21248,2277,4555,0,0,3,0,
1971,Sarjana,Menikah,139920322,0,0,,98814,645215,136550,195371,0,5,9,0,
1966,Sarjana,,159859000,0,0,89,131495,1921850,453152,378301,3,4,11,,8/14/2013
1959,Magister,Rencana Menikah,114825092,0,1,33,44480,154133,36262,75387,2,2,,0,
1964,Magister,Rencana Menikah,139633097,0,1,72,124314,273429,94296,110610,2,4,9,0,
1954,SMA,Rencana Menikah,123575000,0,1,43,28322,301427,30345,0,3,8,7,0,10/12/2013
1946,Doktor,Menikah,117595499,0,0,,21349,245377,7027,7559,2,8,4,0,
1974,Sarjana,Rencana Menikah,138301020,0,0,9,51899,949782,249137,75107,0,6,7,0,
1954,Sarjana,Rencana Menikah,151757347,0,0,68,170749,334333,135152,76335,3,10,5,0,
1951,Sarjana,Menikah,175215000,0,0,20,386393,985201,107219,60690,2,4,7,0,1/16/2013
1973,Sarjana,Rencana Menikah,39948519,1,0,35,9073,53167,11744,5990,3,2,0,0,
1954,Magister,Rencana Menikah,106252666,0,1,59,9349,173703,,0,7,,4,0,
1983,SMA,Cerai,70040072,1,,27,1589,8525,8669,3034,,0,3,0,
1982,SMA,Sendiri,55603650,0,0,41,3220,21699,322,6300,2,0,2,0,
1977,Sarjana,Rencana Menikah,87120973,1,0,71,15216,339972,50024,30432,4,8,6,0,
1965,Magister,Rencana Menikah,125771670,0,0,88,23796,486019,69852,66014,0,5,8,0,
1961,SMA,Menikah,170828445,0,,8,46432,507968,88131,,0,1,9,0,
1950,Sarjana,Menikah,151008443,0,0,93,159065,1005652,10508,35677,1,13,7,0,
1971,Sarjana,Rencana Menikah,151974623,0,0,53,51715,503663,159010,82249,,7,9,0,
1974,SMA,Rencana Menikah,76837282,1,0,49,28033,63869,4912,6936,2,2,1,0,
1967,SMA,,,1,1,43,8092,18207,14161,0,3,0,4,0,1/10/2014
1956,Sarjana,Rencana Menikah,168430009,0,0,40,249484,,440146,161587,1,,7,0,
1958,Magister,Rencana Menikah,124133383,0,1,33,42070,186907,39644,5663,6,4,9,0,
1965,Magister,,140201089,0,0,34,47620,1028239,52183,77344,3,2,4,0,
1948,Magister,Rencana Menikah,163977979,0,0,72,195533,1408392,37015,88209,0,1,8,0,
1956,Sarjana,Menikah,159175000,0,1,71,125426,368186,260967,20230,1,8,8,0,1/8/2013
1966,Sarjana,Rencana Menikah,108027016,0,1,67,14203,198898,19794,10115,1,6,,0,
1971,Doktor,,123744087,0,1,23,70620,653709,,73632,10,9,6,0,
1968,Magister,Rencana Menikah,115061669,0,0,8,66926,246278,10157,53712,2,6,6,0,
1968,Magister,Rencana Menikah,131757000,0,1,63,50575,378301,443037,143633,2,9,7,0,11/1/2012
1985,Sarjana,Sendiri,45278000,1,0,66,0,14161,18207,4046,0,2,3,0,12/21/2012
1957,Sarjana,Cerai,96975000,0,1,7,10115,194208,58667,0,1,10,6,0,7/31/2012
1986,Sarjana,Menikah,108958000,1,0,27,236691,432922,335818,135541,2,2,15,0,10/4/2013
1983,Doktor,Menikah,182743000,0,0,25,82943,218484,121380,93058,0,8,11,0,4/28/2013
1985,Magister,Sendiri,84707662,0,0,23,147644,,158164,116906,1,2,11,0,
1965,Sarjana,Menikah,137659599,0,0,85,117560,622915,114882,177878,0,8,5,0,
1950,Magister,Menikah,78043371,1,1,46,15268,65855,24838,22998,5,0,2,0,
1979,Sarjana,,29604689,1,0,57,0,6331,16100,12090,1,0,0,0,
1968,Magister,Rencana Menikah,166143605,0,0,78,71449,629841,134484,42178,2,7,7,0,
1973,Magister,Sendiri,98962005,0,1,2,,109424,1957,13700,5,7,6,0,
1982,Doktor,Menikah,127736136,0,1,31,15613,22795,43439,37656,1,1,12,0,
1960,,Menikah,37311000,0,0,76,0,16184,48552,,2,2,,0,12/30/2012
1945,Magister,Rencana Menikah,195772773,0,0,69,79230,1442465,131800,47407,0,6,6,0,
1961,Sarjana,Rencana Menikah,88657675,1,0,42,0,24002,4593,5194,1,2,5,0,
1976,Magister,Cerai,70760000,1,0,75,12138,36414,0,0,2,3,2,0,8/6/2013
1991,Sarjana,Sendiri,163925000,0,0,83,143633,659498,297381,,0,0,9,,7/21/2013
1955,Magister,Rencana Menikah,165595162,0,0,68,54212,1062488,87676,80377,2,6,7,0,
1958,Sarjana,Menikah,134895969,0,1,18,50037,425169,83386,38650,3,6,12,0,
1972,Sarjana,Rencana Menikah,81126239,1,0,33,24298,135382,7478,16365,5,6,2,0,
1958,Magister,Cerai,157463213,0,0,44,45415,601442,61962,4090,0,5,9,0,
1983,Sarjana,Menikah,57404000,1,0,0,0,26299,,12138,1,0,4,0,11/7/2013
1954,Magister,Sendiri,99540000,1,1,51,0,32368,0,10115,0,0,5,0,8/31/2013
1989,SMA,Rencana Menikah,165053903,0,0,11,36993,699818,60231,56127,1,3,9,0,
1994,,Menikah,67739291,0,0,106,12138,159501,1975,31449,2,,5,0,
1944,Magister,Menikah,95910610,0,0,41,15291,,246739,95973,3,9,5,0,
1959,SMA,Sendiri,166444288,0,0,70,111860,1883211,196370,200983,0,5,12,,
1985,SMA,Rencana Menikah,119616000,0,,20,66759,220507,214438,163863,0,12,8,0,9/25/2013
1972,Magister,Sendiri,84160155,1,0,24,0,80574,10904,10629,,3,2,0,
1959,Doktor,Rencana Menikah,128561384,0,0,74,25060,464464,7026,8472,0,10,5,0,
1974,,Menikah,164460000,1,0,39,26299,548233,202300,,1,4,8,0,5/20/2013
1965,Sarjana,Sendiri,64539191,0,0,24,5655,7851,2892,0,0,0,3,0,
1963,,Menikah,125204347,0,1,87,1699,58019,0,0,0,7,7,0,
1959,SMA,Cerai,156864000,0,0,86,119357,228599,95081,254898,1,,10,0,
1978,SMA,Rencana Menikah,164809917,0,0,38,37900,707182,149323,52391,1,3,9,0,
1977,SMA,Rencana Menikah,68619000,1,1,38,8092,24276,4046,20230,1,3,4,0,9/9/2012
1949,Magister,,136324674,0,1,91,3545,98229,4254,8092,2,4,4,0,
1961,Sarjana,Rencana Menikah,166583420,0,0,4,73936,983399,243210,99806,2,4,9,0,
1950,Magister,Rencana Menikah,199382741,0,,52,65156,,170083,112713,0,6,7,0,
1953,Doktor,Sendiri,133116000,,1,24,0,145656,32368,0,2,13,8,0,8/9/2012
1960,Sarjana,Sendiri,152312992,0,0,16,126495,377113,108677,75059,2,9,3,0,
1974,Sarjana,Menikah,145972000,1,1,92,169932,517888,180047,115311,5,11,10,0,10/6/2012
1986,Doktor,Rencana Menikah,45498000,1,0,76,0,28322,0,0,1,0,3,0,
1973,Sarjana,Menikah,150765488,0,0,85,169443,665979,120069,153967,2,9,7,0,
1973,Doktor,Rencana Menikah,110563000,1,1,42,4046,,0,0,4,3,2,0,5/9/2014
1971,Doktor,Menikah,130619000,0,1,35,36414,295358,8092,16184,4,6,10,0,12/28/2013
1961,Sarjana,Sendiri,177820132,0,0,84,176133,833610,153883,258808,0,7,8,0,
1966,Magister,,101029942,0,1,32,2354,139638,9400,6069,6,10,9,0,
1978,Doktor,Rencana Menikah,110746000,0,1,39,38437,279174,84966,72828,5,4,6,0,12/25/2012
1947,Magister,Sendiri,108687127,0,1,19,28680,122531,40971,7374,5,8,5,0,
1965,Sarjana,Sendiri,64119000,0,0,53,8092,101150,34391,8092,1,3,3,0,11/11/2012
1975,Sarjana,Rencana Menikah,135321179,0,1,34,30166,331110,19703,14016,4,8,10,0,
1968,SMA,Rencana Menikah,115402757,0,1,26,85457,321328,115037,4647,7,7,4,,
1964,Sarjana,Sendiri,98760000,0,1,72,40460,64736,50575,18207,1,1,7,0,4/2/2013
1957,Sarjana,Menikah,142154488,0,0,74,40271,502583,45372,56975,1,6,11,0,
1967,Sarjana,Rencana Menikah,100581998,0,,40,10115,59198,,0,0,3,3,0,
1955,Magister,Rencana Menikah,75821000,0,1,0,24276,161840,6069,14161,1,2,4,0,5/31/2013
1964,Magister,Menikah,,0,0,35,34487,57964,47904,22734,4,0,2,0,
1976,Sarjana,Menikah,81241000,0,,68,133518,109242,26299,80920,3,5,5,0,11/29/2012
1962,Sarjana,Rencana Menikah,157454645,0,,73,55320,762400,97868,48663,2,4,5,0,
1966,Sarjana,,148105185,0,0,6,,273594,25092,3079,1,5,11,0,
1990,Sarjana,Sendiri,98802000,1,0,83,84966,105196,206346,157794,3,3,7,0,8/24/2012
1970,Magister,Menikah,70771000,1,0,5,8092,34391,0,12138,,3,2,0,1/10/2013
1974,Sarjana,Menikah,105355505,1,1,81,10523,64696,38334,13618,2,3,,0,
1954,Sarjana,Menikah,78198460,0,1,74,764,19193,3774,0,1,2,1,0,
1980,Sarjana,Cerai,143647000,0,1,30,18207,572509,4046,24276,3,5,12,0,2/9/2014
1961,Magister,Sendiri,,0,1,55,121206,160027,54177,,4,6,8,0,
1969,Sarjana,Sendiri,105587378,0,0,62,11041,132440,50192,19276,0,1,1,0,
1982,Sarjana,Rencana Menikah,77398639,0,0,13,5385,95407,27695,24102,2,4,2,0,
1954,Sarjana,Menikah,97056536,0,1,60,6449,246746,45226,25658,3,9,6,0,
1950,Sarjana,Rencana Menikah,82287000,0,1,73,12138,62713,76874,,7,5,4,0,3/16/2013
1951,Sarjana,Cerai,158973000,0,0,81,113288,914396,182070,76874,2,2,12,0,2/23/2013
1957,SMA,Rencana Menikah,98208000,1,1,84,8092,58667,6069,10115,,,3,0,12/27/2013
1984,Sarjana,Menikah,156693440,,0,34,8099,601563,10677,57918,0,1,9,,
1968,Sarjana,Menikah,101146844,1,1,23,4636,2622,33549,3455,4,5,0,0,
1977,SMA,Rencana Menikah,65930868,0,0,15,8096,4046,19820,7285,1,2,3,0,
1965,Sarjana,Cerai,86963000,1,1,25,0,18207,0,4046,0,1,4,0,7/13/2013
1955,Sarjana,Rencana Menikah,164384399,0,0,54,255390,1498007,89833,93140,0,1,8,0,
1955,Magister,Menikah,74017000,1,,57,0,18207,8092,10115,5,2,3,0,4/2/2014
1982,SMA,Menikah,70908000,1,0,7,14161,38437,32368,8092,1,2,5,0,
1962,Magister,Sendiri,,0,1,56,119357,165886,56644,0,,6,9,0,10/21/2012
1986,Sarjana,Sendiri,48190000,1,0,79,8092,4046,0,4046,2,0,3,0,4/17/2013
1955,SMP,Rencana Menikah,25892634,0,0,33,293,12431,,11991,0,0,4,0,
1950,Magister,Rencana Menikah,134049578,0,1,16,5179,99907,24599,863,3,10,7,0,
1963,Magister,Menikah,77465843,0,,35,33568,56941,46356,21999,4,0,2,0,
1953,Sarjana,Sendiri,163132400,0,0,48,40194,1147894,77292,137577,1,6,9,0,
1964,,Sendiri,85281245,1,1,9,3093,173735,37601,48311,7,6,5,0,
1976,SMP,Rencana Menikah,29222012,1,0,70,8651,28202,4205,,4,1,4,0,
1965,Sarjana,Rencana Menikah,110944724,0,1,87,3645,33189,4316,3505,4,5,3,0,
1967,Sarjana,,124707883,0,1,49,25360,496762,23252,32941,1,5,13,0,
1949,Magister,Menikah,135785486,0,1,66,67176,411565,17527,20508,2,11,5,0,
1959,Magister,Menikah,103218000,1,1,23,0,,0,10115,3,1,2,0,
1966,Magister,,141162900,0,1,62,40973,198619,37860,36456,1,1,10,0,
1957,Doktor,Sendiri,110066028,0,1,51,20238,101141,37269,11562,0,9,6,,
1973,Sarjana,Rencana Menikah,174340268,0,0,14,68415,1471529,74460,278148,0,7,8,0,
1961,Doktor,,113381000,,1,53,6069,111265,2023,10115,3,11,4,0,1/16/2013
1979,SMP,Rencana Menikah,31299484,1,0,48,3724,19171,13953,16940,1,3,,0,
1961,Sarjana,Sendiri,156789658,0,0,57,145624,822313,245874,73919,1,2,9,0,
1992,Sarjana,Sendiri,101079216,0,,87,30396,311141,6524,910,3,4,4,0,
1957,Sarjana,Rencana Menikah,110765000,0,1,67,38437,260967,22253,0,6,9,9,0,9/10/2013
1973,Magister,Menikah,74124000,1,0,12,,16184,0,0,2,0,2,0,1/10/2013
1973,Sarjana,Rencana Menikah,143772559,0,0,,117044,1367018,87319,87555,2,3,9,0,
1976,Sarjana,Menikah,90863000,0,1,19,0,206346,105196,12138,5,2,3,0,9/13/2012
1968,SMP,Sendiri,49041368,0,1,63,8424,20562,1207,0,2,3,2,0,
1957,Sarjana,Sendiri,33742926,0,0,79,8109,25610,8792,5398,3,,,0,
1964,Sarjana,Rencana Menikah,93796628,0,0,76,142192,398539,369498,241307,6,8,,0,
1979,Sarjana,Rencana Menikah,81978882,1,,45,4105,19436,11999,1368,3,2,1,0,
1945,,Sendiri,119319000,0,1,7,44506,262990,0,8092,6,6,,0,1/5/2013
1957,Sarjana,Rencana Menikah,173713979,0,0,5,58570,1201923,164201,262580,0,3,10,0,
1951,Magister,Rencana Menikah,135568438,0,1,79,7094,107458,8513,8092,3,4,5,0,
1962,Sarjana,Sendiri,152265512,0,0,21,116002,394871,115740,76068,2,9,4,0,
1991,Sarjana,Sendiri,201964000,,0,30,52598,1800470,501704,56644,3,9,7,0,12/3/2012
1956,,Menikah,36864000,0,0,71,2023,12138,56644,4046,,2,1,0,12/27/2012
1960,Doktor,Menikah,90720000,1,1,24,4046,16184,2023,4046,3,1,1,0,1/21/2014
1961,,Sendiri,107405293,1,1,60,13642,169310,7997,,8,4,5,0,
1960,Sarjana,Sendiri,166317156,0,0,84,118944,1943241,108115,168559,0,4,11,0,
1957,Sarjana,Sendiri,112185799,0,,65,,848559,273331,137141,2,8,,0,
1972,Magister,,78985307,1,0,4,7061,36184,1412,0,2,3,1,0,
1962,Sarjana,Rencana Menikah,155147592,0,0,50,170383,792225,392708,156311,2,3,8,0,
1984,Sarjana,Rencana Menikah,140163760,0,0,15,34662,919535,270758,74908,1,3,7,0,
1979,Sarjana,Menikah,77804010,0,0,17,10015,36578,15550,7379,1,2,3,0,
1976,Doktor,Menikah,143555000,0,1,40,123403,262990,0,44506,3,5,12,0,6/13/2014
1955,SMA,Menikah,166588731,0,0,44,88410,,346570,242268,0,8,10,0,
1951,SMA,Menikah,134053667,0,0,6,144855,469698,36132,70848,0,9,7,0,
1964,,Sendiri,67815000,0,,61,2023,50575,16184,6069,2,0,2,0,1/20/2013
1983,Sarjana,Sendiri,161299104,0,0,,132700,380646,330634,64486,3,3,7,0,
1968,Magister,,125119623,0,1,25,87478,601464,108687,96536,,7,6,0,
1958,Sarjana,Rencana Menikah,62137181,1,0,40,127,14001,159,2245,0,0,2,0,
1960,Doktor,Rencana Menikah,147871000,0,0,83,24276,793016,141610,0,2,4,3,0,1/29/2014
1982,,Menikah,51870338,1,0,26,4046,90366,23087,10698,1,0,2,0,
1971,Magister,,117614259,0,1,60,13931,113202,39448,33446,1,3,10,0,
1960,Magister,Sendiri,144925000,0,0,100,82943,916419,109242,107219,1,6,10,0,4/13/2013
1959,Sarjana,Rencana Menikah,121956618,0,1,28,,356116,35674,48049,6,,11,0,
1967,Sarjana,Rencana Menikah,132878893,0,,1,166655,1033405,39042,19919,3,3,7,0,
1960,Doktor,Sendiri,103207934,1,1,26,41,7804,10279,0,0,0,1,0,
1967,Sarjana,Menikah,121892471,0,1,60,64050,327601,,,3,5,7,0,
1962,Sarjana,Menikah,64631665,0,0,62,12399,195477,81386,22728,3,4,3,0,
1974,Sarjana,Menikah,49310105,1,0,69,4135,12425,19605,19317,1,3,2,0,
1967,Doktor,Cerai,,0,2,44,,436968,22253,0,5,13,12,0,5/19/2013
1968,Magister,Sendiri,147235000,0,0,22,109242,1701343,194208,68782,3,3,8,0,1/30/2013
1955,Sarjana,Rencana Menikah,148758912,0,0,42,200596,941455,331361,293877,1,,9,0,
1967,Doktor,Menikah,109556000,0,1,11,103173,349979,232645,159817,4,8,10,0,4/9/2013
1974,Magister,Menikah,179623000,0,0,26,374255,1604239,214438,339864,0,8,4,0,12/12/2012
1968,Magister,Rencana Menikah,121397815,0,1,43,23592,634159,31704,40486,5,9,6,0,
1968,Magister,Sendiri,156170005,0,0,81,133929,846361,217221,12145,1,3,9,0,
1979,Sarjana,Menikah,168914226,0,0,59,62670,948813,163407,221726,1,5,7,0,
1946,Magister,Menikah,163596000,0,0,,277151,1357433,48552,70805,,4,9,0,2/27/2014
1971,Sarjana,Sendiri,61796756,,0,82,18412,36986,15199,21474,,3,4,0,
1975,SMA,Menikah,52866543,1,0,9,4046,37660,23980,2658,1,0,2,0,
1970,Sarjana,Menikah,37399727,0,,73,18112,32825,39404,1747,2,,2,0,
1994,Sarjana,Sendiri,101046000,0,0,91,32368,325703,6069,,3,5,5,0,9/7/2012
1972,Sarjana,Cerai,88687957,0,0,91,190,50337,14427,3358,2,1,3,0,
1991,SMA,Sendiri,104913638,1,0,31,68503,446334,62632,70461,7,7,3,0,
1956,Magister,Rencana Menikah,117227688,0,1,69,3246,129372,2446,22391,1,4,11,0,
1951,Doktor,Menikah,112200483,1,1,,0,206512,1967,21859,3,11,4,0,
1949,Sarjana,Rencana Menikah,164262105,0,0,62,226883,1524478,42321,88388,0,1,8,0,
1973,Sarjana,Rencana Menikah,131433532,0,1,53,13239,241032,30069,46073,5,5,11,0,
1967,Sarjana,Sendiri,70700455,0,1,8,58450,112881,18279,8805,6,7,4,0,
1972,Magister,Menikah,110700346,1,1,4,19112,271043,22935,9556,9,5,7,0,
1973,Sarjana,Sendiri,79174564,1,0,87,12017,49939,20161,0,1,5,3,0,
1993,SMP,Sendiri,30510000,1,0,8,6069,0,26299,0,4,0,3,0,10/27/2013
1966,Sarjana,Menikah,84851000,1,1,100,0,12138,4046,0,1,0,2,0,3/24/2014
1974,SMA,Rencana Menikah,72884677,0,1,9,662,23365,5282,1857,0,0,2,0,
1967,,Sendiri,96649749,1,1,50,,43529,0,2218,3,0,0,0,
1980,SMP,,40415000,1,0,69,4046,14161,22253,26299,2,5,,0,12/19/2012
1968,Sarjana,Rencana Menikah,151493178,0,0,11,103926,1333538,427057,189694,1,4,4,0,
1953,SMA,Menikah,194195426,,0,5,48552,1167323,112858,76507,0,4,6,0,
1982,Sarjana,Rencana Menikah,77543733,0,0,12,5559,77312,26825,27234,1,4,,0,
1988,Magister,Menikah,39487307,2,,53,8231,15269,15796,13052,,5,4,0,
1971,Sarjana,Rencana Menikah,52778365,1,0,8,17471,,24470,2985,0,3,4,0,
1966,Sarjana,Menikah,146252791,0,0,53,58565,1199072,,138971,0,11,8,0,
1968,Sarjana,Cerai,,1,0,87,24276,36414,10115,,2,3,2,0,10/26/2012
1957,Sarjana,Rencana Menikah,181064657,0,1,102,68012,666959,64505,28970,3,0,6,,
1973,Magister,Cerai,112588197,1,0,9,6798,152747,5339,4775,1,4,5,0,
1974,Sarjana,Sendiri,83183955,1,0,24,14824,97793,15508,21577,2,4,3,0,
1988,,Menikah,46154000,1,0,39,18207,18207,2023,0,3,2,1,0,10/21/2012
1967,Magister,Sendiri,140436460,0,0,34,42505,1028672,34855,68693,3,2,4,0,
1971,Sarjana,,,0,1,88,184598,1331639,72952,195401,7,2,,0,
1946,Magister,Rencana Menikah,117406604,0,0,72,11113,195350,5459,25202,1,7,8,0,
1986,Sarjana,Rencana Menikah,136872791,0,0,41,24083,713080,66469,150919,,8,10,0,
1980,SMP,Rencana Menikah,49302000,1,0,,6069,18207,,10115,1,0,5,0,12/9/2013
1970,Doktor,Menikah,64596000,1,0,39,,285243,0,20230,2,9,5,0,1/18/2013
1967,Sarjana,Rencana Menikah,147948985,0,0,8,62568,272529,18782,,1,4,11,0,
1970,SMA,Menikah,132040227,0,,20,68048,432484,29325,63446,3,5,11,0,
1955,Sarjana,Sendiri,73037000,0,1,47,16184,82943,32368,0,5,2,5,0,8/15/2012
1959,Sarjana,,164733000,0,0,58,68782,991270,125426,214438,0,6,12,0,2/7/2013
1973,Sarjana,Sendiri,147231000,0,0,43,218484,1584009,271082,202300,,4,11,0,10/9/2012
